,temporada_alta,dif_min,atraso_15,periodo_dia
12956,0,0,0,manana
12957,0,11,0,manana
12958,0,-2,0,manana
12959,0,8,0,manana
12960,0,2,0,manana
12961,0,2,0,manana
12962,0,4,0,manana
12963,0,74,1,manana
12964,0,8,0,manana
12965,0,7,0,manana
12966,0,16,1,manana
12967,0,4,0,manana
12968,0,0,0,manana
12969,0,-4,0,manana
12970,0,5,0,manana
12971,0,-5,0,manana
12972,0,4,0,manana
12973,0,1,0,manana
12974,0,1,0,manana
12975,0,19,1,manana
12976,0,10,0,manana
12977,0,-9,0,manana
12978,0,7,0,manana
12979,0,6,0,manana
12980,0,9,0,manana
12981,0,40,1,manana
12982,0,0,0,manana
12983,0,10,0,manana
12984,0,8,0,manana
12985,0,21,1,manana
12986,0,-1,0,manana
12987,0,5,0,manana
12988,0,2,0,manana
12989,0,1,0,manana
12990,0,18,1,manana
12991,0,17,1,manana
12992,0,9,0,manana
12993,0,5,0,manana
12994,0,-4,0,manana
12995,0,-3,0,manana
12996,0,0,0,manana
12997,0,2,0,manana
12998,0,3,0,manana
12999,0,3,0,manana
13000,0,-6,0,manana
13001,0,5,0,manana
13002,0,-2,0,manana
13003,0,3,0,manana
13004,0,-12,0,manana
13005,0,65,1,manana
13006,0,2,0,manana
13007,0,-3,0,manana
13008,0,-1,0,manana
13009,0,30,1,manana
13010,0,2,0,manana
13011,0,2,0,manana
13012,0,3,0,manana
13013,0,9,0,manana
13014,0,22,1,manana
13015,0,3,0,manana
13016,0,2,0,manana
13017,0,6,0,manana
13018,0,18,1,manana
13019,0,1,0,manana
13020,0,2,0,manana
13021,0,4,0,manana
13022,0,11,0,manana
13023,0,151,1,manana
13024,0,20,1,manana
13025,0,-3,0,manana
13026,0,-5,0,manana
13027,0,13,0,manana
13028,0,16,1,manana
13029,0,8,0,manana
13030,0,4,0,manana
13031,0,29,1,manana
13032,0,13,0,manana
13033,0,-11,0,manana
13034,0,11,0,manana
13035,0,13,0,manana
13036,0,4,0,manana
13037,0,21,1,manana
13038,0,-3,0,manana
13039,0,117,1,manana
13040,0,2,0,manana
13041,0,8,0,manana
13042,0,4,0,manana
13043,0,3,0,manana
13044,0,2,0,manana
13045,0,11,0,manana
13046,0,7,0,manana
13047,0,7,0,manana
13048,0,-1,0,manana
13049,0,47,1,manana
13050,0,2,0,manana
13051,0,-1,0,manana
13052,0,-2,0,manana
13053,0,4,0,manana
13054,0,16,1,manana
13055,0,-1,0,manana
13056,0,22,1,manana
13057,0,86,1,manana
13058,0,-4,0,manana
13059,0,4,0,manana
13060,0,-8,0,manana
13061,0,2,0,manana
13062,0,1,0,manana
13063,0,7,0,manana
13064,0,-3,0,manana
13065,0,6,0,manana
13066,0,2,0,manana
13067,0,-2,0,manana
13068,0,14,0,manana
13069,0,1,0,manana
13070,0,12,0,manana
13071,0,11,0,manana
13072,0,12,0,manana
13073,0,19,1,manana
13074,0,7,0,manana
13075,0,5,0,manana
13076,0,10,0,manana
13077,0,-4,0,manana
13078,0,2,0,manana
13079,0,48,1,manana
13080,0,-1,0,manana
13081,0,7,0,manana
13082,0,130,1,manana
13083,0,-5,0,manana
13084,0,-3,0,manana
13085,0,4,0,manana
13086,0,8,0,manana
13087,0,18,1,manana
13088,0,-3,0,manana
13089,0,0,0,manana
13090,0,32,1,manana
13091,0,14,0,manana
13092,0,27,1,manana
13093,0,2,0,manana
13094,0,-3,0,manana
13095,0,17,1,manana
13096,0,2,0,manana
13097,0,23,1,manana
13098,0,15,0,manana
13099,0,2,0,manana
13100,0,18,1,manana
13101,0,19,1,manana
13102,0,42,1,manana
13103,0,17,1,manana
13104,0,12,0,manana
13105,0,30,1,manana
13106,0,24,1,manana
13107,0,45,1,manana
13108,0,7,0,manana
13109,0,22,1,manana
13110,0,22,1,manana
13111,0,3,0,manana
13112,0,18,1,manana
13113,0,24,1,manana
13114,0,9,0,manana
13115,0,9,0,manana
13116,0,16,1,manana
13117,0,22,1,manana
13118,0,39,1,manana
13119,0,25,1,manana
13120,0,17,1,manana
13121,0,42,1,manana
13122,0,24,1,manana
13123,0,25,1,manana
13124,0,56,1,manana
13125,0,18,1,manana
13126,0,13,0,manana
13127,0,0,0,manana
13128,0,25,1,manana
13129,0,11,0,manana
13130,0,89,1,manana
13131,0,13,0,manana
13132,0,4,0,manana
13133,0,5,0,manana
13134,0,-12,0,manana
13135,0,9,0,manana
13136,0,87,1,manana
13137,0,10,0,manana
13138,0,-3,0,manana
13139,0,8,0,manana
13140,0,-1,0,manana
13141,0,26,1,manana
13142,0,48,1,manana
13143,0,32,1,manana
13144,0,-3,0,manana
13145,0,14,0,manana
13146,0,62,1,manana
13147,0,-4,0,manana
13148,0,0,0,manana
13149,0,5,0,manana
13150,0,11,0,manana
13151,1,3,0,manana
13152,1,19,1,manana
13153,1,26,1,manana
13154,1,18,1,manana
13155,1,2,0,manana
13156,1,5,0,manana
13157,1,112,1,manana
13158,1,20,1,manana
13159,1,20,1,manana
13160,1,61,1,manana
13161,1,12,0,manana
13162,1,17,1,manana
13163,1,22,1,manana
13164,1,85,1,manana
13165,1,14,0,manana
13166,1,48,1,manana
13167,1,48,1,manana
13168,1,6,0,manana
13169,1,87,1,manana
13170,1,70,1,manana
13171,1,111,1,manana
13172,1,28,1,manana
13173,1,81,1,manana
13174,1,125,1,manana
13175,1,82,1,manana
13176,1,87,1,manana
13177,1,74,1,manana
13178,1,31,1,manana
13179,1,35,1,manana
13180,1,6,0,manana
13181,1,116,1,manana
13182,1,113,1,manana
13183,1,101,1,manana
13184,1,48,1,manana
13185,1,157,1,manana
13186,1,61,1,manana
13187,1,137,1,manana
13188,1,78,1,manana
13189,1,68,1,manana
13190,1,153,1,manana
13191,1,109,1,manana
13192,1,27,1,manana
13193,1,49,1,manana
13194,1,73,1,manana
13195,1,68,1,manana
13196,1,90,1,manana
13197,1,114,1,manana
13198,1,20,1,manana
13199,1,65,1,manana
13200,1,0,0,manana
13201,1,47,1,manana
13202,1,28,1,manana
13203,1,56,1,manana
13204,1,27,1,manana
13205,1,35,1,manana
13206,1,6,0,manana
13207,1,143,1,manana
13208,1,22,1,manana
13209,1,55,1,manana
13210,1,11,0,manana
13211,1,0,0,manana
13212,1,49,1,manana
13213,1,9,0,manana
13214,1,8,0,manana
13215,1,-1,0,manana
13216,1,17,1,manana
13217,1,-3,0,manana
13218,1,3,0,manana
13219,1,3,0,manana
13220,1,13,0,manana
13221,1,51,1,manana
13222,1,-1,0,manana
13223,1,14,0,manana
13224,1,87,1,manana
13225,1,66,1,manana
13226,1,3,0,manana
13227,1,31,1,manana
13228,1,39,1,manana
13229,1,-1,0,manana
13230,1,127,1,manana
13231,1,18,1,manana
13232,1,12,0,manana
13233,1,15,0,manana
13234,1,14,0,manana
13235,1,19,1,manana
13236,1,9,0,manana
13237,1,0,0,manana
13238,1,13,0,manana
13239,1,-2,0,manana
13240,1,16,1,manana
13241,1,40,1,manana
13242,1,6,0,manana
13243,1,-1,0,manana
13244,1,26,1,manana
13245,1,7,0,manana
13246,1,5,0,manana
13247,1,43,1,manana
13248,1,15,0,manana
13249,1,-3,0,manana
13250,1,32,1,manana
13251,1,18,1,manana
13252,1,48,1,manana
13253,1,7,0,manana
13254,1,-1,0,manana
13255,1,118,1,manana
13256,1,-4,0,manana
13257,1,17,1,manana
13258,1,6,0,manana
13259,1,-9,0,manana
13260,1,9,0,manana
13261,1,19,1,manana
13262,1,2,0,manana
13263,1,101,1,manana
13264,1,-4,0,manana
13265,1,2,0,manana
13266,1,44,1,manana
13267,1,1,0,manana
13268,1,4,0,manana
13269,1,-5,0,manana
13270,1,16,1,manana
13271,1,108,1,manana
13272,1,16,1,manana
13273,1,2,0,manana
13274,1,-2,0,manana
13275,1,21,1,manana
13276,1,9,0,manana
13277,1,3,0,manana
13278,1,14,0,manana
13279,1,-1,0,manana
13280,1,21,1,manana
13281,1,10,0,manana
13282,1,15,0,manana
13283,1,7,0,manana
13284,1,0,0,manana
13285,1,0,0,manana
13286,1,1,0,manana
13287,1,-3,0,manana
13288,1,-13,0,manana
13289,1,-3,0,manana
13290,1,-11,0,manana
13291,1,-3,0,manana
13292,1,-4,0,manana
13293,1,-5,0,manana
13294,1,-2,0,manana
13295,1,6,0,manana
13296,1,4,0,manana
13297,1,1,0,manana
13298,1,6,0,manana
13299,1,0,0,manana
13300,1,98,1,manana
13301,1,67,1,manana
13302,1,27,1,manana
13303,1,16,1,manana
13304,1,4,0,manana
13305,1,-2,0,manana
13306,1,77,1,manana
13307,1,23,1,manana
13308,1,6,0,manana
13309,1,-4,0,manana
13310,1,38,1,manana
13311,1,19,1,manana
13312,1,23,1,manana
13313,1,21,1,manana
13314,1,3,0,manana
13315,1,31,1,manana
13316,1,13,0,manana
13317,1,27,1,manana
13318,1,0,0,manana
13319,1,18,1,manana
13320,1,1,0,manana
13321,1,-4,0,manana
13322,1,12,0,manana
13323,1,18,1,manana
13324,1,4,0,manana
13325,1,22,1,manana
13326,1,30,1,manana
13327,1,15,0,manana
13328,1,42,1,manana
13329,1,0,0,manana
13330,1,76,1,manana
13331,1,-4,0,manana
13332,1,13,0,manana
13333,1,50,1,manana
13334,1,-2,0,manana
13335,1,48,1,manana
13336,1,-6,0,manana
13337,1,5,0,manana
13338,1,9,0,manana
13339,1,26,1,manana
13340,1,34,1,manana
13341,1,24,1,manana
13342,1,60,1,manana
13343,1,4,0,manana
13344,1,43,1,manana
13345,1,34,1,manana
13346,1,119,1,manana
13347,1,4,0,manana
13348,1,51,1,manana
13349,1,23,1,manana
13350,1,13,0,manana
13351,1,7,0,manana
13352,1,12,0,manana
13353,1,59,1,manana
13354,1,0,0,manana
13355,1,22,1,manana
13356,1,0,0,manana
13357,1,13,0,manana
13358,1,39,1,manana
13359,1,3,0,manana
13360,1,23,1,manana
13361,1,20,1,manana
13362,1,0,0,manana
13363,1,0,0,manana
13364,1,0,0,manana
13365,1,2,0,manana
13366,1,-2,0,manana
13367,1,0,0,manana
13368,1,0,0,manana
13369,1,30,1,manana
13370,1,5,0,manana
13371,1,12,0,manana
13372,1,-2,0,manana
13373,1,7,0,manana
13374,1,5,0,manana
13375,1,53,1,manana
13376,1,13,0,manana
13377,1,6,0,manana
13378,1,0,0,manana
13379,1,59,1,manana
13380,1,28,1,manana
13381,1,21,1,manana
13382,1,36,1,manana
13383,1,2,0,manana
13384,1,20,1,manana
13385,1,36,1,manana
13386,1,30,1,manana
13387,1,3,0,manana
13388,1,45,1,manana
13389,1,23,1,manana
13390,1,25,1,manana
13391,1,34,1,manana
13392,1,11,0,manana
13393,1,23,1,manana
13394,1,15,0,manana
13395,1,20,1,manana
13396,1,22,1,manana
13397,1,12,0,manana
13398,1,-3,0,manana
13399,1,5,0,manana
13400,1,23,1,manana
13401,1,1,0,manana
13402,1,51,1,manana
13403,1,60,1,manana
13404,1,10,0,manana
13405,1,25,1,manana
13406,1,15,0,manana
13407,1,22,1,manana
13408,1,35,1,manana
13409,1,22,1,manana
13410,1,15,0,manana
13411,1,3,0,manana
13412,1,12,0,manana
13413,1,0,0,manana
13414,1,8,0,manana
13415,1,26,1,manana
13416,1,3,0,manana
13417,1,5,0,manana
13418,1,10,0,manana
13419,1,2,0,manana
13420,1,10,0,manana
13421,1,10,0,manana
13422,1,0,0,manana
13423,1,2,0,manana
13424,1,40,1,manana
13425,1,20,1,manana
13426,1,17,1,manana
13427,1,10,0,manana
13428,1,18,1,manana
13429,1,14,0,manana
13430,1,23,1,manana
13431,1,6,0,manana
13432,1,3,0,manana
13433,1,0,0,manana
13434,1,10,0,manana
13435,1,-4,0,manana
13436,1,3,0,manana
13437,1,0,0,manana
13438,1,4,0,manana
13439,1,1,0,manana
13440,1,12,0,manana
13441,1,5,0,manana
13442,1,2,0,manana
13443,1,3,0,manana
13444,1,-5,0,manana
13445,1,2,0,manana
13446,1,8,0,manana
13447,1,2,0,manana
13448,1,17,1,manana
13449,1,14,0,manana
13450,1,89,1,manana
13451,1,0,0,manana
13452,1,2,0,manana
13453,1,5,0,manana
13454,1,13,0,manana
13455,1,8,0,manana
13456,1,1,0,manana
13457,1,8,0,manana
13458,1,5,0,manana
13459,1,11,0,manana
13460,1,-2,0,manana
13461,1,1,0,manana
13462,1,2,0,manana
13463,1,7,0,manana
13464,1,3,0,manana
13465,1,19,1,manana
13466,1,8,0,manana
13467,1,2,0,manana
13468,1,1,0,manana
13469,1,-3,0,manana
13470,1,8,0,manana
13471,1,16,1,manana
13472,1,7,0,manana
13473,1,5,0,manana
13474,1,5,0,manana
13475,1,13,0,manana
13476,1,20,1,manana
13477,1,18,1,manana
13478,1,2,0,manana
13479,1,5,0,manana
13480,1,43,1,manana
13481,1,-3,0,manana
13482,1,2,0,manana
13483,1,18,1,manana
13484,1,4,0,manana
13485,1,-3,0,manana
13486,1,45,1,manana
13487,1,3,0,manana
13488,1,51,1,manana
13489,1,0,0,manana
13490,1,12,0,manana
13491,1,-4,0,manana
13492,1,5,0,manana
13493,1,15,0,manana
13494,1,4,0,manana
13495,1,33,1,manana
13496,1,4,0,manana
13497,1,-12,0,manana
13498,1,13,0,manana
13499,1,16,1,manana
13500,1,5,0,manana
13501,1,3,0,manana
13502,1,2,0,manana
13503,1,101,1,manana
13504,1,4,0,manana
13505,1,-2,0,manana
13506,1,0,0,manana
13507,1,4,0,manana
13508,1,-2,0,manana
13509,1,25,1,manana
13510,1,4,0,manana
13511,1,101,1,manana
13512,1,4,0,manana
13513,1,-1,0,manana
13514,1,-1,0,manana
13515,1,-9,0,manana
13516,1,-8,0,manana
13517,1,-1,0,manana
13518,1,3,0,manana
13519,1,-6,0,manana
13520,1,4,0,manana
13521,1,-5,0,manana
13522,1,-1,0,manana
13523,1,-4,0,manana
13524,1,4,0,manana
13525,1,9,0,manana
13526,1,9,0,manana
13527,1,-5,0,manana
13528,1,9,0,manana
13529,1,1,0,manana
13530,1,63,1,manana
13531,1,14,0,manana
13532,1,0,0,manana
13533,1,3,0,manana
13534,1,10,0,manana
13535,1,6,0,manana
13536,1,0,0,manana
13537,1,11,0,manana
13538,1,12,0,manana
13539,1,4,0,manana
13540,1,2,0,manana
13541,1,2,0,manana
13542,1,3,0,manana
13543,1,2,0,manana
13544,1,3,0,manana
13545,1,-1,0,manana
13546,1,-2,0,manana
13547,1,3,0,manana
13548,1,6,0,manana
13549,1,5,0,manana
13550,1,9,0,manana
13551,1,10,0,manana
13552,1,44,1,manana
13553,1,1,0,manana
13554,1,13,0,manana
13555,1,9,0,manana
13556,1,3,0,manana
13557,1,5,0,manana
13558,1,11,0,manana
13559,1,1,0,manana
13560,1,5,0,manana
13561,1,-2,0,manana
13562,1,-2,0,manana
13563,1,-8,0,manana
13564,1,3,0,manana
13565,1,140,1,manana
13566,1,0,0,manana
13567,1,4,0,manana
13568,1,4,0,manana
13569,1,5,0,manana
13570,1,74,1,manana
13571,1,12,0,manana
13572,1,-2,0,manana
13573,1,35,1,manana
13574,1,0,0,manana
13575,1,8,0,manana
13576,1,22,1,manana
13577,1,4,0,manana
13578,1,23,1,manana
13579,1,34,1,manana
13580,1,-3,0,manana
13581,1,15,0,manana
13582,1,6,0,manana
13583,1,22,1,manana
13584,1,6,0,manana
13585,1,17,1,manana
13586,1,3,0,manana
13587,1,3,0,manana
13588,1,3,0,manana
13589,1,0,0,manana
13590,1,-2,0,manana
13591,1,2,0,manana
13592,1,4,0,manana
13593,1,8,0,manana
13594,1,6,0,manana
13595,1,6,0,manana
13596,1,-8,0,manana
13597,1,1,0,manana
13598,1,12,0,manana
13599,1,4,0,manana
13600,1,23,1,manana
13601,1,22,1,manana
13602,1,18,1,manana
13603,1,-2,0,manana
13604,1,27,1,manana
13605,1,0,0,manana
13606,1,-4,0,manana
13607,1,4,0,manana
13608,1,3,0,manana
13609,1,14,0,manana
13610,1,2,0,manana
13611,1,4,0,manana
13612,1,14,0,manana
13613,1,1,0,manana
13614,1,83,1,manana
13615,1,10,0,manana
13616,1,12,0,manana
13617,1,23,1,manana
13618,1,7,0,manana
13619,1,2,0,manana
13620,1,12,0,manana
13621,1,14,0,manana
13622,1,16,1,manana
13623,1,9,0,manana
13624,1,-1,0,manana
13625,1,9,0,manana
13626,1,25,1,manana
13627,1,6,0,manana
13628,1,13,0,manana
13629,1,58,1,manana
13630,1,9,0,manana
13631,1,36,1,manana
13632,1,-2,0,manana
13633,1,15,0,manana
13634,1,80,1,manana
13635,1,37,1,manana
13636,1,18,1,manana
13637,1,5,0,manana
13638,1,46,1,manana
13639,1,1,0,manana
13640,1,9,0,manana
13641,1,2,0,manana
13642,1,-4,0,manana
13643,1,11,0,manana
13644,1,-1,0,manana
13645,1,0,0,manana
13646,1,28,1,manana
13647,1,8,0,manana
13648,1,7,0,manana
13649,1,19,1,manana
13650,1,10,0,manana
13651,1,-4,0,manana
13652,1,62,1,manana
13653,1,7,0,manana
13654,1,13,0,manana
13655,1,17,1,manana
13656,1,3,0,manana
13657,1,20,1,manana
13658,1,4,0,manana
13659,1,11,0,manana
13660,1,2,0,manana
13661,1,9,0,manana
13662,1,14,0,manana
13663,1,8,0,manana
13664,1,-4,0,manana
13665,1,4,0,manana
13666,1,4,0,manana
13667,1,5,0,manana
13668,1,-1,0,manana
13669,1,-2,0,manana
13670,1,-13,0,manana
13671,1,6,0,manana
13672,1,0,0,manana
13673,1,-1,0,manana
13674,1,11,0,manana
13675,1,-4,0,manana
13676,1,7,0,manana
13677,1,106,1,manana
13678,1,0,0,manana
13679,1,9,0,manana
13680,1,5,0,manana
13681,1,7,0,manana
13682,1,6,0,manana
13683,1,-3,0,manana
13684,1,13,0,manana
13685,1,13,0,manana
13686,1,8,0,manana
13687,1,12,0,manana
13688,1,22,1,manana
13689,1,23,1,manana
13690,1,12,0,manana
13691,1,7,0,manana
13692,1,1,0,manana
13693,1,4,0,manana
13694,1,-2,0,manana
13695,1,1,0,manana
13696,1,18,1,manana
13697,1,3,0,manana
13698,1,-3,0,manana
13699,1,4,0,manana
13700,1,8,0,manana
13701,1,13,0,manana
13702,1,17,1,manana
13703,1,35,1,manana
13704,1,9,0,manana
13705,1,16,1,manana
13706,1,7,0,manana
13707,1,10,0,manana
13708,1,9,0,manana
13709,1,14,0,manana
13710,1,16,1,manana
13711,1,2,0,manana
13712,1,11,0,manana
13713,1,2,0,manana
13714,1,13,0,manana
13715,1,20,1,manana
13716,1,2,0,manana
13717,1,-2,0,manana
13718,1,-8,0,manana
13719,1,21,1,manana
13720,1,2,0,manana
13721,1,7,0,manana
13722,1,10,0,manana
13723,1,32,1,manana
13724,1,3,0,manana
13725,1,-2,0,manana
13726,1,-2,0,manana
13727,1,-8,0,manana
13728,1,13,0,manana
13729,1,9,0,manana
13730,1,4,0,manana
13731,1,4,0,manana
13732,1,6,0,manana
13733,1,14,0,manana
13734,1,5,0,manana
13735,1,-4,0,manana
13736,1,4,0,manana
13737,1,5,0,manana
13738,1,5,0,manana
13739,1,-3,0,manana
13740,1,-12,0,manana
13741,1,-3,0,manana
13742,1,-10,0,manana
13743,1,-10,0,manana
13744,1,-3,0,manana
13745,1,4,0,manana
13746,1,17,1,manana
13747,1,3,0,manana
13748,1,-1,0,manana
13749,1,-3,0,manana
13750,1,16,1,manana
13751,1,16,1,manana
13752,1,-2,0,manana
13753,1,7,0,manana
13754,1,21,1,manana
13755,1,20,1,manana
13756,1,10,0,manana
13757,1,7,0,manana
13758,1,5,0,manana
13759,1,6,0,manana
13760,1,14,0,manana
13761,1,15,0,manana
13762,1,-3,0,manana
13763,1,8,0,manana
13764,1,-2,0,manana
13765,1,-1,0,manana
13766,1,4,0,manana
13767,1,11,0,manana
13768,1,26,1,manana
13769,1,2,0,manana
13770,1,-1,0,manana
13771,1,-5,0,manana
13772,1,3,0,manana
13773,1,76,1,manana
13774,1,4,0,manana
13775,1,4,0,manana
13776,1,17,1,manana
13777,1,-2,0,manana
13778,1,13,0,manana
13779,1,26,1,manana
13780,1,-6,0,manana
13781,1,-1,0,manana
13782,1,-1,0,manana
13783,1,5,0,manana
13784,1,29,1,manana
13785,1,2,0,manana
13786,1,-7,0,manana
13787,1,-2,0,manana
13788,1,-6,0,manana
13789,1,0,0,manana
13790,1,134,1,manana
13791,1,89,1,manana
13792,1,11,0,manana
13793,1,43,1,manana
13794,1,-7,0,manana
13795,1,8,0,manana
13796,1,-1,0,manana
13797,1,0,0,manana
13798,1,-2,0,manana
13799,1,15,0,manana
13800,1,1,0,manana
13801,1,18,1,manana
13802,1,7,0,manana
13803,1,1,0,manana
13804,1,-6,0,manana
13805,1,9,0,manana
13806,1,-3,0,manana
13807,1,85,1,manana
13808,1,119,1,manana
13809,1,-1,0,manana
13810,1,3,0,manana
13811,1,-8,0,manana
13812,1,-7,0,manana
13813,1,-6,0,manana
13814,1,-1,0,manana
13815,1,30,1,manana
13816,1,4,0,manana
13817,1,4,0,manana
13818,1,1,0,manana
13819,1,5,0,manana
13820,1,2,0,manana
13821,1,3,0,manana
13822,1,8,0,manana
13823,1,-2,0,manana
13824,1,0,0,manana
13825,1,18,1,manana
13826,1,8,0,manana
13827,1,3,0,manana
13828,1,3,0,manana
13829,1,133,1,manana
13830,1,11,0,manana
13831,1,7,0,manana
13832,1,2,0,manana
13833,1,1,0,manana
13834,1,0,0,manana
13835,1,4,0,manana
13836,1,14,0,manana
13837,1,5,0,manana
13838,1,16,1,manana
13839,1,16,1,manana
13840,1,1,0,manana
13841,1,-1,0,manana
13842,1,-3,0,manana
13843,1,5,0,manana
13844,1,9,0,manana
13845,1,6,0,manana
13846,1,23,1,manana
13847,1,9,0,manana
13848,1,2,0,manana
13849,1,0,0,manana
13850,1,2,0,manana
13851,1,7,0,manana
13852,1,-3,0,manana
13853,1,9,0,manana
13854,1,13,0,manana
13855,1,63,1,manana
13856,1,-3,0,manana
13857,1,-1,0,manana
13858,1,8,0,manana
13859,1,10,0,manana
13860,1,16,1,manana
13861,1,6,0,manana
13862,1,3,0,manana
13863,1,3,0,manana
13864,1,61,1,manana
13865,1,-4,0,manana
13866,1,17,1,manana
13867,1,12,0,manana
13868,1,-2,0,manana
13869,1,-2,0,manana
13870,1,7,0,manana
13871,1,16,1,manana
13872,1,8,0,manana
13873,1,17,1,manana
13874,1,27,1,manana
13875,1,4,0,manana
13876,1,63,1,manana
13877,1,18,1,manana
13878,1,19,1,manana
13879,1,6,0,manana
13880,1,16,1,manana
13881,1,-2,0,manana
13882,1,3,0,manana
13883,1,4,0,manana
13884,1,6,0,manana
13885,1,18,1,manana
13886,1,17,1,manana
13887,1,16,1,manana
13888,1,38,1,manana
13889,1,14,0,manana
13890,1,-4,0,manana
13891,1,-4,0,manana
13892,1,5,0,manana
13893,1,12,0,manana
13894,1,7,0,manana
13895,1,58,1,manana
13896,1,13,0,manana
13897,1,26,1,manana
13898,1,14,0,manana
13899,1,17,1,manana
13900,1,131,1,manana
13901,1,6,0,manana
13902,1,64,1,manana
13903,1,26,1,manana
13904,1,16,1,manana
13905,1,97,1,manana
13906,1,27,1,manana
13907,1,73,1,manana
13908,1,114,1,manana
13909,1,35,1,manana
13910,1,34,1,manana
13911,1,44,1,manana
13912,1,52,1,manana
13913,1,82,1,manana
13914,1,92,1,manana
13915,1,101,1,manana
13916,1,43,1,manana
13917,1,38,1,manana
13918,1,41,1,manana
13919,1,108,1,manana
13920,1,120,1,manana
13921,1,54,1,manana
13922,1,134,1,manana
13923,1,34,1,manana
13924,1,95,1,manana
13925,1,40,1,manana
13926,1,60,1,manana
13927,1,75,1,manana
13928,1,116,1,manana
13929,1,101,1,manana
13930,1,85,1,manana
13931,1,52,1,manana
13932,1,120,1,manana
13933,1,83,1,manana
13934,1,58,1,manana
13935,1,113,1,manana
13936,1,-4,0,manana
13937,1,65,1,manana
13938,1,50,1,manana
13939,1,36,1,manana
13940,1,14,0,manana
13941,1,12,0,manana
13942,1,41,1,manana
13943,1,79,1,manana
13944,1,-2,0,manana
13945,1,-2,0,manana
13946,1,125,1,manana
13947,1,29,1,manana
13948,1,104,1,manana
13949,1,38,1,manana
13950,1,4,0,manana
13951,1,14,0,manana
13952,1,41,1,manana
13953,1,0,0,manana
13954,1,1,0,manana
13955,1,-1,0,manana
13956,1,0,0,manana
13957,1,9,0,manana
13958,1,-1,0,manana
13959,1,4,0,manana
13960,1,-11,0,manana
13961,1,-5,0,manana
13962,1,11,0,manana
13963,1,18,1,manana
13964,1,22,1,manana
13965,1,0,0,manana
13966,1,7,0,manana
13967,1,9,0,manana
13968,1,-1,0,manana
13969,1,9,0,manana
13970,1,31,1,manana
13971,1,7,0,manana
13972,1,7,0,manana
13973,1,25,1,manana
13974,1,19,1,manana
13975,1,2,0,manana
13976,1,2,0,manana
13977,1,16,1,manana
13978,1,44,1,manana
13979,1,10,0,manana
13980,1,119,1,manana
13981,1,10,0,manana
13982,1,18,1,manana
13983,1,9,0,manana
13984,1,16,1,manana
13985,1,98,1,manana
13986,1,28,1,manana
13987,1,3,0,manana
13988,1,3,0,manana
13989,1,51,1,manana
13990,1,6,0,manana
13991,1,37,1,manana
13992,1,36,1,manana
13993,1,13,0,manana
13994,1,15,0,manana
13995,1,60,1,manana
13996,1,7,0,manana
13997,1,137,1,manana
13998,1,4,0,manana
13999,1,6,0,manana
14000,1,8,0,manana
14001,1,4,0,manana
14002,1,5,0,manana
14003,1,1,0,manana
14004,1,14,0,manana
14005,1,34,1,manana
14006,1,3,0,manana
14007,1,66,1,manana
14008,1,-6,0,manana
14009,1,11,0,manana
14010,1,-6,0,manana
14011,1,14,0,manana
14012,1,14,0,manana
14013,1,3,0,manana
14014,1,-3,0,manana
14015,1,7,0,manana
14016,1,3,0,manana
14017,1,2,0,manana
14018,1,47,1,manana
14019,1,4,0,manana
14020,1,2,0,manana
14021,1,25,1,manana
14022,1,14,0,manana
14023,1,20,1,manana
14024,1,0,0,manana
14025,1,-6,0,manana
14026,1,-6,0,manana
14027,1,18,1,manana
14028,1,4,0,manana
14029,1,13,0,manana
14030,1,-4,0,manana
14031,1,8,0,manana
14032,1,-3,0,manana
14033,1,-5,0,manana
14034,1,12,0,manana
14035,1,0,0,manana
14036,1,8,0,manana
14037,1,33,1,manana
14038,1,-3,0,manana
14039,1,5,0,manana
14040,1,3,0,manana
14041,1,4,0,manana
14042,1,93,1,manana
14043,1,-5,0,manana
14044,1,1,0,manana
14045,1,-1,0,manana
14046,1,45,1,manana
14047,1,30,1,manana
14048,1,16,1,manana
14049,1,3,0,manana
14050,1,5,0,manana
14051,1,5,0,manana
14052,1,7,0,manana
14053,1,15,0,manana
14054,1,1,0,manana
14055,1,22,1,manana
14056,1,21,1,manana
14057,1,9,0,manana
14058,1,14,0,manana
14059,1,2,0,manana
14060,1,-6,0,manana
14061,1,1,0,manana
14062,1,13,0,manana
14063,1,-2,0,manana
14064,1,-2,0,manana
14065,1,6,0,manana
14066,1,14,0,manana
14067,1,2,0,manana
14068,1,15,0,manana
14069,1,9,0,manana
14070,1,0,0,manana
14071,1,9,0,manana
14072,1,2,0,manana
14073,1,12,0,manana
14074,1,7,0,manana
14075,1,11,0,manana
14076,1,-2,0,manana
14077,1,53,1,manana
14078,1,7,0,manana
14079,1,18,1,manana
14080,1,-5,0,manana
14081,1,-2,0,manana
14082,1,5,0,manana
14083,1,1,0,manana
14084,1,18,1,manana
14085,1,26,1,manana
14086,1,-2,0,manana
14087,1,-10,0,manana
14088,1,45,1,manana
14089,1,2,0,manana
14090,1,20,1,manana
14091,1,8,0,manana
14092,1,0,0,manana
14093,1,21,1,manana
14094,1,-2,0,manana
14095,1,-1,0,manana
14096,1,1,0,manana
14097,1,4,0,manana
14098,1,19,1,manana
14099,1,14,0,manana
14100,1,10,0,manana
14101,1,14,0,manana
14102,1,7,0,manana
14103,1,1,0,manana
